TITLE = "Example : C3D20_cantilever_beam_matlab"
VARIABLES= "X"   "Y"   "Z" 

ZONE F=FEPOINT N =   321 E =    40 ET=BRICK C=CYAN 
  0.0000E+00 -5.0000E+00  1.0000E+01
  0.0000E+00  0.0000E+00  1.0000E+01
  0.0000E+00  5.0000E+00  1.0000E+01
  0.0000E+00 -5.0000E+00  5.0000E+00
  0.0000E+00  0.0000E+00  5.0000E+00
  0.0000E+00  5.0000E+00  5.0000E+00
  0.0000E+00 -5.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  5.0000E+00  0.0000E+00
  4.9865E+00 -5.0065E+00  1.0004E+01
  5.0000E+00 -4.5185E-03  1.0000E+01
  5.0135E+00  4.9935E+00  9.9960E+00
  4.9866E+00 -5.0085E+00  5.0000E+00
  5.0000E+00 -6.2643E-03  5.0000E+00
  5.0134E+00  4.9915E+00  5.0000E+00
  4.9865E+00 -5.0065E+00 -3.9744E-03
  5.0000E+00 -4.5185E-03 -2.4361E-15
  5.0135E+00  4.9935E+00  3.9744E-03
  9.9724E+00 -5.0268E+00  1.0004E+01
  1.0000E+01 -2.4671E-02  1.0000E+01
  1.0028E+01  4.9732E+00  9.9957E+00
  9.9724E+00 -5.0289E+00  5.0000E+00
  1.0000E+01 -2.6772E-02  5.0000E+00
  1.0028E+01  4.9711E+00  5.0000E+00
  9.9724E+00 -5.0268E+00 -4.2804E-03
  1.0000E+01 -2.4671E-02 -7.4758E-15
  1.0028E+01  4.9732E+00  4.2804E-03
  1.4958E+01 -5.0615E+00  1.0004E+01
  1.5000E+01 -5.9389E-02  1.0000E+01
  1.5042E+01  4.9385E+00  9.9957E+00
  1.4958E+01 -5.0637E+00  5.0000E+00
  1.5000E+01 -6.1532E-02  5.0000E+00
  1.5042E+01  4.9363E+00  5.0000E+00
  1.4958E+01 -5.0615E+00 -4.2851E-03
  1.5000E+01 -5.9389E-02 -1.5089E-14
  1.5042E+01  4.9385E+00  4.2851E-03
  1.9944E+01 -5.1105E+00  1.0004E+01
  2.0000E+01 -1.0840E-01  1.0000E+01
  2.0056E+01  4.8895E+00  9.9957E+00
  1.9944E+01 -5.1127E+00  5.0000E+00
  2.0000E+01 -1.1054E-01  5.0000E+00
  2.0056E+01  4.8873E+00  5.0000E+00
  1.9944E+01 -5.1105E+00 -4.2863E-03
  2.0000E+01 -1.0840E-01 -2.4740E-14
  2.0056E+01  4.8895E+00  4.2863E-03
  2.4930E+01 -5.1738E+00  1.0004E+01
  2.5000E+01 -1.7169E-01  1.0000E+01
  2.5070E+01  4.8262E+00  9.9957E+00
  2.4930E+01 -5.1760E+00  5.0000E+00
  2.5000E+01 -1.7384E-01  5.0000E+00
  2.5070E+01  4.8240E+00  5.0000E+00
  2.4930E+01 -5.1738E+00 -4.2855E-03
  2.5000E+01 -1.7169E-01 -3.5861E-14
  2.5070E+01  4.8262E+00  4.2855E-03
  2.9915E+01 -5.2514E+00  1.0004E+01
  3.0000E+01 -2.4928E-01  1.0000E+01
  3.0085E+01  4.7486E+00  9.9957E+00
  2.9915E+01 -5.2536E+00  5.0000E+00
  3.0000E+01 -2.5142E-01  5.0000E+00
  3.0085E+01  4.7464E+00  5.0000E+00
  2.9915E+01 -5.2514E+00 -4.2862E-03
  3.0000E+01 -2.4928E-01 -4.8072E-14
  3.0085E+01  4.7486E+00  4.2862E-03
  3.4901E+01 -5.3433E+00  1.0004E+01
  3.5000E+01 -3.4114E-01  1.0000E+01
  3.5099E+01  4.6567E+00  9.9957E+00
  3.4901E+01 -5.3454E+00  5.0000E+00
  3.5000E+01 -3.4328E-01  5.0000E+00
  3.5099E+01  4.6546E+00  5.0000E+00
  3.4901E+01 -5.3433E+00 -4.2810E-03
  3.5000E+01 -3.4114E-01 -6.0791E-14
  3.5099E+01  4.6567E+00  4.2810E-03
  3.9887E+01 -5.4494E+00  1.0004E+01
  4.0000E+01 -4.4731E-01  1.0000E+01
  4.0113E+01  4.5506E+00  9.9957E+00
  3.9887E+01 -5.4516E+00  5.0000E+00
  4.0000E+01 -4.4945E-01  5.0000E+00
  4.0113E+01  4.5484E+00  5.0000E+00
  3.9887E+01 -5.4494E+00 -4.3104E-03
  4.0000E+01 -4.4731E-01 -7.3926E-14
  4.0113E+01  4.5506E+00  4.3104E-03
  4.4872E+01 -5.5702E+00  1.0004E+01
  4.5000E+01 -5.6768E-01  1.0000E+01
  4.5128E+01  4.4298E+00  9.9959E+00
  4.4872E+01 -5.5721E+00  5.0000E+00
  4.5000E+01 -5.6980E-01  5.0000E+00
  4.5128E+01  4.4279E+00  5.0000E+00
  4.4872E+01 -5.5702E+00 -4.0767E-03
  4.5000E+01 -5.6768E-01 -8.7087E-14
  4.5128E+01  4.4298E+00  4.0767E-03
  4.9860E+01 -5.7028E+00  1.0004E+01
  5.0000E+01 -7.0230E-01  1.0000E+01
  5.0140E+01  4.2972E+00  9.9956E+00
  4.9861E+01 -5.7046E+00  5.0000E+00
  5.0000E+01 -7.0448E-01  5.0000E+00
  5.0139E+01  4.2954E+00  5.0000E+00
  4.9860E+01 -5.7028E+00 -4.3575E-03
  5.0000E+01 -7.0230E-01 -9.9946E-14
  5.0140E+01  4.2972E+00  4.3575E-03
  4.9868E+00 -5.0080E+00  7.5019E+00
  4.9934E+00 -2.5066E+00  5.0000E+00
  5.0000E+00 -5.9683E-03  7.5000E+00
  4.9932E+00 -2.5048E+00  1.0002E+01
  0.0000E+00 -2.5000E+00  1.0000E+01
  0.0000E+00  0.0000E+00  7.5000E+00
  0.0000E+00 -2.5000E+00  5.0000E+00
  0.0000E+00 -5.0000E+00  7.5000E+00
  2.5000E+00  2.1389E-04  1.0000E+01
  2.4935E+00 -5.0020E+00  1.0003E+01
  2.5000E+00 -1.0998E-03  5.0000E+00
  2.4940E+00 -5.0033E+00  5.0000E+00
  5.0066E+00  2.4934E+00  5.0000E+00
  5.0132E+00  4.9920E+00  7.4981E+00
  5.0068E+00  2.4952E+00  9.9980E+00
  0.0000E+00  2.5000E+00  1.0000E+01
  0.0000E+00  5.0000E+00  7.5000E+00
  0.0000E+00  2.5000E+00  5.0000E+00
  2.5065E+00  4.9980E+00  9.9968E+00
  2.5060E+00  4.9967E+00  5.0000E+00
  4.9868E+00 -5.0080E+00  2.4981E+00
  4.9932E+00 -2.5048E+00 -2.0206E-03
  5.0000E+00 -5.9683E-03  2.5000E+00
  0.0000E+00  0.0000E+00  2.5000E+00
  0.0000E+00 -2.5000E+00  0.0000E+00
  0.0000E+00 -5.0000E+00  2.5000E+00
  2.5000E+00  2.1389E-04 -9.8500E-16
  2.4935E+00 -5.0020E+00 -3.1961E-03
  5.0068E+00  2.4952E+00  2.0206E-03
  5.0132E+00  4.9920E+00  2.5019E+00
  0.0000E+00  5.0000E+00  2.5000E+00
  0.0000E+00  2.5000E+00  0.0000E+00
  2.5065E+00  4.9980E+00  3.1961E-03
  9.9724E+00 -5.0284E+00  7.5022E+00
  9.9862E+00 -2.5274E+00  5.0000E+00
  1.0000E+01 -2.6236E-02  7.5000E+00
  9.9862E+00 -2.5252E+00  1.0002E+01
  7.5000E+00 -1.2740E-02  1.0000E+01
  7.4794E+00 -5.0148E+00  1.0004E+01
  7.5000E+00 -1.4742E-02  5.0000E+00
  7.4795E+00 -5.0170E+00  5.0000E+00
  1.0014E+01  2.4726E+00  5.0000E+00
  1.0028E+01  4.9716E+00  7.4978E+00
  1.0014E+01  2.4748E+00  9.9979E+00
  7.5206E+00  4.9852E+00  9.9958E+00
  7.5205E+00  4.9830E+00  5.0000E+00
  9.9724E+00 -5.0284E+00  2.4978E+00
  9.9862E+00 -2.5252E+00 -2.1385E-03
  1.0000E+01 -2.6236E-02  2.5000E+00
  7.5000E+00 -1.2740E-02 -4.6219E-15
  7.4794E+00 -5.0148E+00 -4.2266E-03
  1.0014E+01  2.4748E+00  2.1385E-03
  1.0028E+01  4.9716E+00  2.5022E+00
  7.5206E+00  4.9852E+00  4.2266E-03
  1.4958E+01 -5.0631E+00  7.5021E+00
  1.4979E+01 -2.5621E+00  5.0000E+00
  1.5000E+01 -6.1003E-02  7.5000E+00
  1.4979E+01 -2.5599E+00  1.0002E+01
  1.2500E+01 -4.0237E-02  1.0000E+01
  1.2465E+01 -5.0424E+00  1.0004E+01
  1.2500E+01 -4.2377E-02  5.0000E+00
  1.2465E+01 -5.0445E+00  5.0000E+00
  1.5021E+01  2.4379E+00  5.0000E+00
  1.5042E+01  4.9369E+00  7.4979E+00
  1.5021E+01  2.4401E+00  9.9979E+00
  1.2535E+01  4.9576E+00  9.9957E+00
  1.2535E+01  4.9555E+00  5.0000E+00
  1.4958E+01 -5.0631E+00  2.4979E+00
  1.4979E+01 -2.5599E+00 -2.1449E-03
  1.5000E+01 -6.1003E-02  2.5000E+00
  1.2500E+01 -4.0237E-02 -1.1003E-14
  1.2465E+01 -5.0424E+00 -4.2887E-03
  1.5021E+01  2.4401E+00  2.1449E-03
  1.5042E+01  4.9369E+00  2.5021E+00
  1.2535E+01  4.9576E+00  4.2887E-03
  1.9944E+01 -5.1121E+00  7.5021E+00
